,business_id,name,city,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,new_category
10,gU9EIsUkriQzDM91Sv3CtA,Kimchi House,Toronto,43.66495820000001,-79.4127496,4.0,36,1,"{'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True'}","Restaurants, Korean","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-23:0'}",Korean
11,Z3UBeP5EoKIXIDmEdA3JmQ,Big Tuna Poké Bar,Toronto,43.6646035,-79.41293420000002,3.0,65,0,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False'}","Poke, Asian Fusion, Food, Restaurants, Hawaiian, Japanese","{'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",Japanese
12,pDMxIQoqkZJeUe2r8XIVKQ,Kim Dinh,Markham,43.892497636099996,-79.2917408422,3.0,61,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2'}","Vietnamese, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Vietnamese
13,oWEFIvvt_kJCuk2V268XeQ,Summit Garden Chinese,Mississauga,43.524095,-79.6823651,3.0,85,1,"{'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Chinese, Dim Sum","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-23:0'}",Chinese
14,qL2LoSauX4IG2KHtQevFUw,Lucky Lin's Restaurant,Toronto,43.7443362,-79.2194828,3.5,7,0,"{'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False'}","Thai, Restaurants",,Thai
15,emyCP3Ry2SbpNrwRAtm9PQ,Pyung Won House,North York,43.77941,-79.415798,2.5,66,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True'}","Restaurants, Hot Pot, Korean, Asian Fusion","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Korean
16,JHlliXHouAUSHLtiiMyUqA,Cool Star,Toronto,43.669759899999995,-79.3001663,4.5,3,0,,"Vietnamese, Restaurants, Ice Cream & Frozen Yogurt, Food",,Vietnamese
17,ZK0Q-hn46I8JrRTleg_dYQ,Mai Thai Restaurant & Catering,Toronto,43.708772700000004,-79.3987906,3.0,15,0,"{'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True'}","Restaurants, Asian Fusion, Caterers, Event Planning & Services, Thai, Desserts, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Thai
18,VcZQXpk6vYAXwemOrC9PTw,Sagano,Toronto,43.776815,-79.28299200000002,3.0,25,0,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'Caters': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'WheelchairAccessible': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Japanese, Restaurants","{'Tuesday': '17:30-21:30', 'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-21:30', 'Saturday': '17:30-21:30', 'Sunday': '17:30-21:30'}",Japanese
19,dvbcUnKv2awsIxog7dO4vw,Hong Kong Bistro Cafe,Toronto,43.65344520000001,-79.3968608,4.0,87,1,"{'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'beer_and_wine'"", 'BikeParking': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Cafes, Chinese, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",Chinese
20,WLEbbuly3H-_raBE1atQRg,Tako Sushi,Mississauga,43.614621899999996,-79.6630912,3.0,48,0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'Caters': 'False'}","Restaurants, Japanese","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:30'}",Japanese
21,Q62lGVKqoKJ09lZNt2qpfw,Lucky Chinese Restaurant,Scarborough,43.752733,-79.264041,4.0,79,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Specialty Food, Chinese, Food, Restaurants, Ethnic Food","{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '13:0-22:0'}",Chinese
22,NoT7u2QNEvsVbH9MIzAzlw,Si Lom Thai Bistro,Toronto,43.6650073,-79.38081109999997,4.0,106,1,"{'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False'}","Thai, Restaurants, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}",Thai
23,tEfvf1cznLZUIeTcKKpAIw,KooKoo Chicken,Mississauga,43.586622408000004,-79.6990653767,3.5,143,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'""}","Chinese, Restaurants, Taiwanese","{'Monday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",Chinese
24,1Epby_tsFDci4sP0Nbjwsw,Pho Vietnam,Toronto,43.7577305,-79.2786325,3.0,91,1,"{'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'""}","Restaurants, Vietnamese",,Vietnamese
25,yWwIUmeenyAO7nwc7U0U5A,Niwan Rolls King,Toronto,43.804666915,-79.2867640033,3.0,12,0,"{'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Chinese",,Chinese
26,9_CGhHMz8698M9-PkVf0CQ,Little Coxwell Vietnamese & Thai Cuisine,Toronto,43.696174918500006,-79.3290924315,4.0,115,1,"{'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'HasTV': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True'}","Restaurants, Vietnamese, Thai","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '12:0-22:0'}",Thai
